volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
401.68,399.07,398.01,23.24,20.6,21.95,14.35,0.903,62.88
398.25,402.05,397.9,24.69,23.11,24.25,14.32,0.877,60.9
398.85,400.04,399.68,22.53,23.03,22.41,13.84,0.9,62.43
395.56,397.39,399.68,24,21.31,24.81,14.79,0.943,64.2
397.09,398.81,397.68,23.33,22.49,23.21,12.42,0.866,64.02
401.61,400.79,403.22,24.45,22.53,23.24,13.52,0.908,62.39
401.33,404.23,402.62,24.75,23.16,22.44,15.4,0.899,62.92
396.49,400.18,396.76,22.8,21.85,23.84,13.73,0.909,64.71
400.76,405.44,400.48,21.3,21.38,22.48,14.75,0.873,63.75
403.31,403.85,399.54,23.36,23.5,20.89,14.29,0.896,63.18
399.23,397.01,401.86,24.74,22.83,23.54,15.01,0.893,64.5
401.96,397.54,395.29,20.96,21.63,22.71,14.15,0.908,63.25
402.7,396.68,396.11,22.66,21.71,22.88,14.93,0.892,61.91
404.37,399.52,399.69,22.26,24.94,23.35,13.38,0.894,64.34
398.46,409.06,401.18,21.81,24.83,20.17,13.78,0.899,62.24
399.8,399.72,397.17,22.74,23.63,23.21,13.52,0.896,64.52
400.59,397.75,400.81,23,21.18,25.09,13.36,0.892,63.58
399.11,406.4,399.16,22.16,23.63,22.88,14.1,0.9,63.42
395.4,399.51,399.38,22.02,23.02,23.27,13.75,0.905,62.22
397.59,400.81,405.42,23.16,22.44,26.18,14.29,0.916,62.96
398.57,396.28,398.5,21.52,22.07,21.86,15.11,0.901,61.75
398.77,400.24,396.28,23.06,24.24,25.23,14.44,0.884,64.61
397.47,401.05,402.07,22.41,25.68,22.79,14.93,0.884,63.85
399.1,402.07,398.08,21.97,23.45,24.37,15.07,0.892,62.93
405.01,395.78,399.04,21.34,21.5,22.9,14.86,0.897,61.99
401.71,404.13,400.44,23.22,23.56,22,13.45,0.931,63.08
397.53,402.37,394.99,22.31,24.74,21.48,14.22,0.892,62.24
397.74,404.7,399.59,23.89,22.64,23.6,14.8,0.909,63
398.29,395.92,401.31,21.89,22.57,23.02,13.89,0.876,63.54
397.5,405.02,400.42,24.66,21.71,22.74,13.35,0.888,63.44
396.36,399.63,396.43,25.44,23.39,23.38,13.17,0.899,63.83
402.5,401.82,403.39,25.31,21.22,23.25,14.82,0.88,62.36
396.17,402.38,404.08,22.04,24.77,23.8,13.85,0.909,62.56
394.23,398.83,399.13,23.13,23.46,23.76,14.12,0.898,64.17
402.41,403.87,402.55,24.63,22.89,24.67,14.69,0.92,62.98
397.92,400.25,398.47,23.15,24.52,22.33,15.17,0.906,64.4
400.39,402.89,403.34,22.98,26.07,25.69,14.27,0.897,63.36
403.3,400.12,400.18,24.65,22.1,23.28,13.52,0.909,62.45
402.74,401.43,401.07,24.11,23.23,22.77,12.43,0.905,61.71
401.64,398.73,399.47,24.48,22.93,21.76,13.18,0.903,63.12
403.22,399.36,401.95,21.67,23.4,23.96,13.95,0.875,62.86
400.87,399.45,404.25,23.87,24.52,22.59,13.38,0.873,62.73
404.95,402.33,405.23,21.49,21.04,23.06,14.36,0.912,62.15
396.64,402.82,398.19,22.83,23.57,22.9,14.24,0.899,62.85
394.54,397.92,401.74,21.82,22.41,20.61,14.69,0.889,64.85
395.36,403.48,403.6,22.9,21.44,21.95,13.16,0.923,61.29
398.22,399.91,400.34,24.36,21.78,22.8,13.42,0.876,64.03
399.26,403.3,396.83,21.74,23.92,23.84,15.08,0.913,64.4
392.4,397.3,401.99,23.23,22.03,23.1,13.7,0.936,63.7
400.15,396.28,397.04,24.32,22.48,22.87,12.58,0.888,64.2
401.55,399.44,398.07,21.94,21.21,23.44,13.94,0.881,62.42
396.52,398.2,398.08,23.46,22.03,23.67,13.36,0.897,59.99
398.78,401.43,399.13,25.18,23.19,23.71,13.06,0.907,63.43
401,399.22,394.59,24.36,24.82,20.7,14.86,0.888,61.33
399.72,400.89,401.02,22.3,23.06,25.55,12.47,0.91,62.94
400.08,398.2,401.23,20.31,23.63,22.14,13.6,0.901,61.7
396.26,399.63,401.04,24.17,24.58,24.14,14.57,0.888,62.01
395.72,403.3,402.86,23.2,22.84,21.21,14.06,0.912,62.98
396.83,401.99,398.38,23.91,22.73,22.16,13.32,0.878,63.84
399.79,399.16,399.31,21.93,24.59,22.65,15.01,0.897,63.32
397.29,398.29,400.17,23.65,21.48,21.75,12.5,0.902,62.18
399.45,400.8,400.05,21.41,22.38,22.4,13.08,0.892,61.45
403.27,400.88,399.4,24.05,23.84,23.54,14.01,0.893,63.61
400.86,400.99,403.06,24.94,26.09,23.3,13.49,0.914,62.85
401.73,400.63,399.24,22.6,21.15,24.05,13.02,0.903,62.43
399.72,403.29,398.47,23.2,22.86,21.93,14.77,0.889,63.35
398.05,401.86,401.45,23.24,22.43,22.75,14.01,0.891,64.07
401.35,402.37,399.27,24.36,22.95,25.68,14.82,0.909,62.08
400.01,400.58,396.43,22.05,24.28,23.25,13.59,0.924,63.46
401.33,401.46,397.27,21.43,21.4,23.4,14.91,0.881,61.43
401.63,403.78,399.44,22.43,24,23.02,13.66,0.914,64.28
396.23,398.1,400.27,19.65,21.35,23.08,15.27,0.913,65.25
402.8,399.06,398.59,21.95,21.4,20.33,13.88,0.933,63.36
398.31,399.16,397.06,23.47,22.4,23.99,13.85,0.899,62.77
399.83,400.15,403.27,22.71,23.55,24.09,11.77,0.927,62.85
398.23,403.35,394.9,22.78,24.57,20.91,14.03,0.919,61.95
401.69,402.12,399.64,22.08,22.85,22.07,14.48,0.889,63.24
407.24,397.86,397.96,22.5,22.69,22.6,13.41,0.886,63.54
396.89,393.96,398.99,23.34,23.65,23.68,13.46,0.909,64.1
397.61,397.79,401.2,23.97,23.57,21.34,13.92,0.901,63.88
399.01,398.97,403.54,22.97,22.59,21.5,13.64,0.94,63.67
397.04,401.82,398.75,23.27,22.5,22.96,13.83,0.879,63.08
400.98,393.85,401.48,22.63,23.29,22.53,13.99,0.897,62.72
404.34,403.31,397.71,22.04,23.62,23.85,13.32,0.908,62.38
403.82,400.25,399.99,22.73,22.81,24.68,13.84,0.907,63.39
395.65,401.24,398.7,24.5,25.3,24.23,12.37,0.891,62.21
398.53,403.46,402.16,23.84,23.82,24,13.42,0.915,63.33
397,396.21,402.22,23.66,23.8,21.82,14.1,0.903,62.99
400.06,399.9,404.08,23.07,24.14,22.35,12.98,0.91,62.7
399.14,401.43,400.74,24.77,22.75,23.57,13.89,0.895,62.52
398.76,393.2,397.32,23.22,21.97,23.45,16.08,0.881,63.13
400.8,403.96,398.41,23.31,23.72,21.8,13.5,0.926,62.14
399.58,403.51,398.29,24.85,22.24,20.14,12.83,0.879,65.22
401.71,396.45,399.65,23.62,21.28,21.95,14.68,0.878,62.53
403.27,405.93,401.24,24.36,21.97,21.69,13.13,0.92,64.21
400.69,396.78,397.33,23.44,23.6,22.15,13,0.889,62.99
400.58,397.54,405.16,24.54,21.84,23.36,13.56,0.882,63.46
395.85,398.53,397.19,22.77,23.6,22.03,14.61,0.907,63.38
397.83,399.26,396.06,23.27,23.85,22.33,13.52,0.881,64.66
400.3,399.49,399.59,23.46,23.67,24.92,13.72,0.88,64.03
400.13,399.15,401.11,22.55,23.43,23.6,13.83,0.935,62.69
399.57,401.65,398.36,23.7,22.81,22.23,12.74,0.89,62.6
397.15,403.55,399.03,22.82,23.51,21.94,13.74,0.871,62.45
401.86,402.08,400.26,25.39,21.32,22,14.39,0.913,63.68
401.68,406.59,400.6,23.05,22.25,22.42,13.13,0.904,62.01
400.85,399.68,398.9,23.73,23.7,23.29,13.58,0.928,63.73
395.52,404.96,402.18,24.11,25.14,20.41,13.84,0.883,62.97
397.82,399.84,393.39,22.1,20.7,23.35,13.93,0.884,61.61
398.94,400.97,398.47,26.23,26.19,24.04,12.3,0.907,61.6
398.25,403.04,398.06,23.74,22.78,24.23,13.31,0.879,62.35
400.33,396.39,399.09,24.73,23.63,22.63,13.75,0.912,63.49
397.68,399.91,403.22,22.8,23.81,25.47,15.87,0.88,61.9
396.95,396.05,402.33,22.55,24.71,25.43,15.03,0.894,61.31
400.05,402.85,401.54,23.68,20.61,23.06,12.86,0.886,63.69
399.39,400.67,395.49,23.7,22.07,21.03,14.23,0.89,63.39
401.19,400.96,397.76,20.36,23.26,23.19,13.57,0.905,62.62
395.41,400.12,403.68,21.68,23.44,23.19,14.86,0.888,63.37
400.66,402.47,397.1,22.08,22.49,21.88,13.67,0.924,61.64
400.2,398.33,398.25,21.69,24.33,26.07,14.23,0.913,62.98
398.89,397.26,403.04,22.32,25.77,21.49,13.91,0.918,61.5
395.63,401.07,400.14,21.26,22.72,21.25,13.42,0.911,63.14
400.22,397.67,399.21,21.26,23.78,23.14,14.12,0.893,63.17
401.68,404.41,399.59,21.75,23.62,23.63,14.17,0.893,64.26
404.53,397.94,402.14,23.75,22.86,23.73,14.75,0.886,63.34
404.08,407.09,400.91,22.11,24.33,23.41,12.4,0.906,64.2
398.11,396.42,395.2,23.85,24.17,23.26,13.35,0.911,65.26
407.57,403.39,404.22,21.06,21.44,23.2,13.68,0.919,61.93
403.03,405.12,396.73,22.8,23.16,22.5,14.01,0.902,63.87
400.22,392.57,394.03,23.33,24.64,23.28,13.51,0.899,62.5
401.47,401.98,398.93,23.59,22.91,24.27,14.54,0.871,62.94
400.49,400.61,401.03,23.5,22.62,22.88,13.91,0.881,62.99
404.93,402.14,400.49,24.44,25.73,24.68,13.04,0.906,63.52
400.88,400.03,396.69,20.55,24.11,23.28,13.64,0.918,61.48
395.31,400.76,401.16,23.88,23.64,21.7,14.39,0.871,65.16
400.74,398.69,396.18,24.3,22.96,23.86,13.11,0.902,63.24
398.63,398.3,392.07,21.92,26.35,23.55,14.29,0.896,64.79
398.42,403.65,401.98,22.85,22.61,21.38,13.11,0.895,61.64
398.76,406.81,402.13,22.45,20.88,21.54,14.85,0.91,63.6
396.71,401.73,400.28,22.8,23.69,23.47,13.51,0.918,63.26
401.03,405.66,397.63,20.99,23.75,22.84,12.37,0.912,64.55
399.03,399.91,397.55,22.27,21.39,23.88,14.91,0.894,61.82
401.61,403.93,400.37,24.33,22.64,24.32,15.26,0.911,62.81
402.58,402.02,400.12,23.66,24.63,24.26,14.41,0.921,63.99
403.08,401.26,400.11,24.43,21.9,23.37,14.5,0.858,64.26
399.74,396.46,400.61,19.91,22.44,20.39,13.3,0.898,64.25
399.44,398.41,400.84,23.99,23.13,22.4,14.63,0.93,62.3
395.57,403.1,400.51,24.77,22.74,23.5,14.5,0.891,63.92
395.09,395.55,398.25,22.47,22.97,23.56,12.39,0.888,62.96
400.54,395.53,401,20.98,21.05,23.72,14.27,0.888,62.97
404.43,400.7,397.33,24.88,23.24,23.1,14.37,0.893,62.2
399.62,402.44,398.82,22.88,23.31,24.03,13.59,0.899,62.44
400.07,400.26,397.97,24.4,23.27,24.45,13.27,0.888,63.28
402.42,400.52,398.41,21.37,22.3,24.35,13.86,0.892,63.5
395.99,401.23,400.49,23.59,23.75,24.47,15.03,0.861,64.37
400.58,397.63,399.02,22.19,23.78,24.29,14.05,0.901,64.01
396.9,401.04,399.05,21.78,23.54,21.15,15,0.926,63.71
404.92,400.23,402.72,24.81,23.36,23.38,14.06,0.927,63.46
395.77,398.12,402.73,21.42,21.76,22.81,14.95,0.908,62
400.5,404.26,400.32,23.76,24.41,23.6,13.98,0.901,64.02
403.98,398.92,402.39,22.67,21.73,23.85,14.11,0.912,62.81
398.36,396.12,403.12,22.18,20.87,23.12,14.28,0.914,62.81
390.9,393.91,396.76,24.77,20.01,22.56,14.83,0.903,62.67
404.59,404.78,399.23,21.68,23.86,24.37,14.44,0.907,62.61
398.58,396.17,400.57,22.24,24.7,23.24,15.16,0.899,61.45
401.26,397.26,397.77,22.16,22.55,25.25,12.82,0.888,63.98
400.65,396.11,405.9,22.06,21.23,22.37,15.34,0.888,62.16
402.21,397.34,399.17,24.82,21.91,21.51,14.83,0.893,63.61
401.16,399.74,397.16,23.63,22.49,25.68,13.44,0.858,62.91
397.53,401.81,398.15,21.58,22.99,23.3,14.45,0.925,61.19
400.11,396.98,401.19,24.29,21.39,24.5,14.07,0.912,61.28
398.4,397.47,399.9,22.71,23.96,23.71,14.21,0.907,63.13
402.55,397.52,401.96,21.86,21.95,22.51,13.4,0.931,65.14
400.75,404.35,400.23,23.61,22.39,23.9,14.14,0.876,63.61
396.56,403.98,397.23,24.1,21.91,22.01,14.36,0.906,64.38
405.63,398.45,396.13,24.44,23.72,21.49,14.45,0.878,63.11
400.4,400.51,399.39,23.02,23.92,23.76,13.53,0.895,62.03
397.8,405.42,403.49,23.4,24.4,25.02,15.46,0.899,61.44
404.4,406.64,405.3,24.98,23.29,22.85,14.69,0.906,64.36
400.48,404,403.6,24.77,22.3,23.9,13.79,0.882,63.4
396.2,396.16,393.79,22.24,23.71,23.08,14.96,0.904,62.68
399.4,397.11,403.51,23.77,22.49,23.95,14.41,0.903,61.99
397.84,400.05,407.56,24.9,23.46,23.36,14.39,0.885,62.53
404.39,403.96,404.43,25.17,23.43,22.97,14.49,0.894,61.14
406.04,400.05,401.97,25.13,23.13,21.63,14.16,0.892,62.91
399.21,400.34,404.01,23.69,24.19,21.34,13.63,0.902,63.63
397.82,396.01,394.98,25.7,23.97,22.78,13.75,0.888,61.88
397.37,390.83,400.2,21.56,22.5,23.29,14.45,0.908,64.19
402.41,394.7,398.4,23.45,24.12,22.3,13.53,0.897,63.98
396.35,399.98,399.13,23.23,24.58,19.42,12.6,0.889,62.31
402.24,400.68,402.17,22.55,23.25,22.06,14.2,0.894,64.11
398.09,396.55,402.87,22.51,23.79,22.91,13.83,0.904,64.36
396.07,398.4,394.35,22.42,22.74,23.61,14.68,0.894,63.76
401.47,401.01,399.03,20.58,24.69,25.56,13.76,0.887,63.74
396.43,397.95,400.39,22.75,21.7,22.95,13.81,0.892,63.78
396.33,399.75,405.97,23.46,22.78,21.87,14.09,0.895,63.21
402.9,403.23,400.7,23.14,23.97,22.43,14.72,0.912,62.91
402.36,407.54,397.43,23.21,21.37,24.14,14.49,0.86,62.21
398.71,400.39,402.62,21.44,22.58,21.82,14.38,0.885,63.43
392.41,401.35,405.35,25.12,24.52,22.57,13.91,0.896,64.97
399.47,401.91,398.99,23.56,24.1,22.71,13.74,0.878,62.68
401.26,399.78,403,23.5,21.25,23.31,11.95,0.889,63.86
400.36,399.89,400.89,24.04,23.42,25.05,14.32,0.922,63.21
402.25,399.65,400.96,23.35,22.91,24.03,14.46,0.918,62.68
404.68,399.3,400.78,23.58,24.48,22.99,13.94,0.901,61.86
400.02,402.75,404.99,23.82,21.26,25.69,13.84,0.915,61.74
400.39,403.7,403.84,23.42,24.51,22.88,14.28,0.877,62.49
393.54,396.54,399.72,25.25,23.52,22.17,14.56,0.908,63.73
398.31,398.26,399.49,24.38,21.92,19.74,13.21,0.894,63.54
397.66,397.81,395.68,23.98,24.11,21.15,13.79,0.905,62.64
399.67,399.98,403.38,23.79,22.75,23.06,13.63,0.888,64.32
401.89,397.56,405.69,21.27,21.06,23.03,13.91,0.925,62.45
402.59,399.95,401.78,23.93,21.87,21.16,14.11,0.908,63.73
396.89,400.65,404.97,25.23,24.78,24.95,14.23,0.927,63.43
399.07,398.54,396.13,23.17,24.5,22.53,14.15,0.9,62.14
395.66,396.3,402.29,23.79,25.52,25.51,13.81,0.913,62.14
399.68,405.12,398.57,20.41,22.34,22.73,14.02,0.893,62.15
406.51,398.99,404.98,20.86,20.89,22.62,14.04,0.925,63.01
400.99,403.15,402.45,24.82,22.28,21.45,14.52,0.892,64.12
400.05,401.34,395.31,24.66,23.44,22.72,12.9,0.926,63.22
401.67,398.4,403.6,25.63,25.15,22.32,14.08,0.887,63.54
399.13,399.13,400.71,23.58,24.8,23.61,14.01,0.916,62.17
396.87,399.05,405.35,22.85,23.72,22.41,14.17,0.903,63.51
404.83,398.3,399.99,23.54,25.41,23.08,14.39,0.888,63.43
392.97,401.4,398.71,23.15,21.47,22.62,13.31,0.882,62.62
400.23,399.28,404.54,25.22,24.65,24.73,14.78,0.865,61.59
397.02,400.76,402.13,25.33,22.66,23.15,14.06,0.9,63.11
398.16,394.06,402.4,22.49,23.57,22.1,13.65,0.895,63.83
395.51,397.4,397.28,22.23,23.35,23.08,14.56,0.907,62.83
395.12,402.53,400.41,23.28,22.25,22.4,15.35,0.895,63.9
405.86,401.32,401.14,22.83,25.36,21.91,14.14,0.892,62.39
404.51,394.68,400.06,21.99,23.05,22.76,13.91,0.901,63.15
402.3,404.68,403.12,22.06,22.54,20.99,13.49,0.906,62.22
402.85,401.67,402.57,23.35,23.43,21.65,13.31,0.945,63.64
397.27,403.6,397.99,24.96,21.47,23.59,14.68,0.885,63.65
394.58,395.24,403.33,21.4,22.26,24.27,14.2,0.899,62.5
397.05,405.53,402.25,20.73,21.78,22.28,14.22,0.904,60.17
400.69,399.33,398.59,20.92,23.11,24.18,12.79,0.922,61.63
397.23,408.58,397.28,22.34,20.69,23.27,13.98,0.894,63.72
401.93,404.24,395.09,21.22,23.31,23.13,14.58,0.895,63.91
401.27,403.21,394.16,21.85,23.23,24.38,13.78,0.885,61.99
397.12,404,401.14,22.92,23.15,23.12,14.69,0.898,63.59
399.63,397.42,404,23.2,23.74,23.8,12.82,0.928,64.78
399.9,405.23,402.79,23.48,24.42,22.19,13.85,0.898,63.46
401.91,394.89,401.84,23.11,22.81,21.76,14.66,0.899,62.83
397.23,398.63,400.99,21.65,20.55,20.96,15.35,0.901,63.83
396.03,400.09,408,21.96,23.08,21.27,14.45,0.883,62.19
398.36,400.93,399.7,23.03,21.37,21.4,14.36,0.872,61.6
398.16,405.99,404.3,21.76,21.66,23.08,14.8,0.9,63.26
400.75,397.83,397.49,21.97,22.04,22.76,13.56,0.908,62.14
398.46,401.08,400.28,21.54,23.05,20.84,14.38,0.913,63.33
400.07,398.87,400.09,25.32,24.51,22.93,12.68,0.879,63.77
403.25,399.05,403.05,21.95,23.2,22.13,15.62,0.871,64.41
397.35,395.3,397.04,20.46,25.1,22.05,14.92,0.887,63.14
400.64,405.56,401.11,22.06,21.14,23.64,13.23,0.881,62.05
402.16,402.15,401.68,22.69,22.95,23.61,14.81,0.893,63.56
404.92,401.65,401.09,23.52,21.93,22.85,14.17,0.876,63.6
397.57,404.7,404.71,22.64,22.89,21.97,15.24,0.89,64.38
401.42,401.98,400.34,23.53,24.06,24.23,14.36,0.883,63.58
395.26,394.83,397.11,24.52,21.03,22.57,13.85,0.913,62.65
403.93,396.3,397.52,23.2,23.43,24.31,14.32,0.896,63.41
397.55,402.55,398.63,23.9,23.12,22.73,13.35,0.912,62.12
394.24,403.28,399.46,24.02,22.35,22.49,14.83,0.898,63.47
401.25,399.57,405.47,25.47,23.28,23.99,14,0.906,63.62
399.09,396.36,397.51,19.8,23.86,23.51,14.49,0.878,62.98
398.42,403.28,402.94,23.25,24.58,21.16,12.63,0.899,62.98
397.58,402.71,397.34,21.58,22,24.51,13.97,0.896,64.28
401.1,395.87,401.28,23.19,24.26,22.31,14.58,0.896,63.45
399.2,398.72,400.3,22.23,22.93,22.2,14.03,0.889,61.55
402.44,400.41,402.96,23.53,22.98,22,12.34,0.9,63.15
399.97,399.46,397.94,23.9,22.25,23.01,14.94,0.891,63.65
399.78,398.63,394.39,22.17,22.46,20.51,13.89,0.904,64.63
400.23,401.87,402.03,21.5,24.71,23.3,15.39,0.895,64.41
393.78,399.96,403.81,23.08,23.65,22.57,13.57,0.884,62.81
399.14,398.46,397.73,24.05,22.95,22.99,13.45,0.913,61.71
404.72,396.82,401.16,23.16,26.19,22.34,15.89,0.891,62.52
398.84,397,391.22,23.76,21.51,23.04,14.09,0.908,63.61
394.5,395.44,399.22,23.22,23.72,21.53,13.47,0.891,61.86
400.34,399.71,403.2,23.15,24.07,22.52,13.52,0.886,63.3
396.99,395.66,404.78,23.57,23.33,22.65,14.49,0.907,62.46
402.54,401.21,402.92,24.22,22.97,23.59,14.13,0.888,60.81
405.29,400.59,405.58,24.95,25.05,22.75,12.46,0.893,62.52
398.83,401.06,397.04,24.81,22.16,23.18,14.59,0.891,63.14
401,395.59,396.96,23.75,21.31,21.54,13.81,0.866,62.6
405.77,397.1,399.45,22.88,26.31,24.21,13.46,0.897,61.75
399.47,394.88,403.46,22.38,23.63,20.84,14.72,0.922,63.93
391.89,401.38,402.28,23.29,24.53,23.54,14,0.89,63.41
400.57,398.38,398.75,23.56,23.46,22.44,12.55,0.909,62.43
404.77,403.11,399.61,22.57,23.2,24.08,14.29,0.907,62.68
403,403.98,398.97,22.16,25,22.74,14.18,0.877,62.93
403.93,396.77,400.51,22.71,23.08,22.96,14.18,0.877,62.03
401.22,400.89,399.98,22.01,23.2,22.67,12.88,0.912,62.96
398.59,399.27,398.95,20.57,22.69,24.88,13.94,0.879,62.19
402.12,398.27,402.46,23.29,22.93,23.57,14.52,0.894,64.66
393.76,399.61,398.15,22.93,21.89,24.59,14.34,0.901,63.69
398.99,399.75,403.28,23.23,21.57,21.85,12.84,0.903,63.49
405.22,403.89,402.77,23.29,24.97,23.26,13.27,0.918,63.32
405.47,395.84,399.14,23.29,23.63,21.68,14.46,0.913,63.91
396.68,393.77,397.4,24.02,24.15,22.39,13.92,0.932,61.02
402.3,401.98,406.35,23.72,22.69,22.41,14.73,0.912,63.17
400.56,394.07,400.22,22.98,23.96,20.03,12.39,0.884,63.48
395.62,399.13,400.66,19.95,25.01,21.71,13.8,0.89,64.28
399.42,397.78,400.72,23.21,21.45,24.52,15.02,0.912,63.83
402.8,403.98,402.86,23.43,23.39,22.69,13.11,0.907,63.43
404.24,401.29,399.53,23.99,21.98,23.41,13.28,0.901,63.14
401.81,401.3,402.05,22.95,24.1,23.16,13.16,0.902,62.57
403.3,400.29,402.64,22.27,22.64,20.54,13.04,0.9,62.48
398.94,398.6,396.35,23.32,24.56,23.62,15,0.942,62.7
398.06,399.48,399.02,21.47,23.05,21.75,11.91,0.921,63.11
399.83,400.34,397.33,21.61,24.12,23.06,15.04,0.879,63.1
398.6,397.83,396.55,23.6,21.39,24.37,13.29,0.931,61.78
401.06,404.14,398.55,24.23,21.72,23.99,13.46,0.889,62.31
397.29,398.24,398.71,22.5,21.66,23.68,13.94,0.88,64.79
397.62,395.07,395.97,22.56,22.28,22.44,14.74,0.88,62.17
397.78,404.68,405.34,22.69,24.01,24.62,14.83,0.918,65.88
404.58,402.07,398.72,22.67,21.59,24.06,13.71,0.893,64.65
399.2,394.42,403.7,24.48,24.22,22.06,13.02,0.89,62.37
404.03,398.87,402.9,21.52,20.89,22.95,14.81,0.889,62.83
398.96,395.23,399.56,23.8,21.71,21.44,14.28,0.911,62.82
394.82,406.13,399.35,22.94,22.29,23.13,13.36,0.92,63.39
398.33,400.55,400.61,22.8,23.38,22.85,13.32,0.909,60.85
402.57,398.83,397.97,25.47,23.01,22.32,13.51,0.881,61.99
398.83,400.45,400.21,25.93,22.39,20.95,13.98,0.903,62.19
399.74,392.47,402.27,22.68,23.35,22.69,13.63,0.905,63.48
406.51,404.71,403.5,20.29,22.7,21.8,14.25,0.904,61.57
393.38,401.73,395.75,25.1,22.16,23.61,14.15,0.904,62.27
401.69,403.33,399.2,23.42,23.22,23.99,15.05,0.914,62.43
398.76,399.3,398.09,24.17,22.98,22.56,15.29,0.913,63.07
395.46,399.92,404.18,22.77,22.77,22.52,12.19,0.883,65.24
395.46,398.44,398.73,22.31,23.93,23.09,14.51,0.885,63.51
399.43,397.2,403.23,23.15,21.97,24.48,14.47,0.921,63.31
397.11,404.63,400.03,24.3,22.48,23.7,13.57,0.891,63.25
401.04,398.52,398.27,24.42,26.67,22.99,13.82,0.893,63.37
401.08,399.83,396.35,23.78,24.66,23.48,14.05,0.869,62.01
397.07,399.84,400.77,23.76,24.3,24.79,14.63,0.949,62.75
398.9,394.08,403.41,23.49,23.24,23.13,13.26,0.916,64.36
399.98,402.42,405.12,23.62,24.74,21.63,13.72,0.899,62.46
399.14,398.92,403.07,25.11,21.5,23,13.71,0.922,62.17
403.21,397.22,402.64,23.43,20.98,20.73,15.16,0.913,63.22
399.84,405.44,399.44,22.84,19.36,24.06,15.93,0.884,63.48
406.35,402.49,394.28,21.62,21.21,24.97,14.54,0.891,63.99
405.75,396.92,400.57,23.92,22.95,23.23,13.46,0.897,62.53
404.55,402.66,401.82,22.18,24.06,22.29,15.83,0.866,64.68
402.82,396.09,398.73,22.92,23.91,23.43,14.1,0.909,62.95
395.93,393.9,400.49,22.52,24.07,21.84,14.31,0.889,63.15
400.19,397.88,401.79,23.07,24.76,22.7,14.66,0.896,62.44
402.67,402.49,400.49,24,22.28,24.68,14.54,0.895,63.97
399.98,398.03,401.81,24.88,22.02,26.29,13.54,0.921,61.88
397.61,397.54,396.94,23.72,23.41,23.84,12.91,0.898,62.29
397.74,405.45,401.18,24.61,24.38,22.02,13.59,0.898,64.81
401.77,397.72,402.91,24.81,23.09,24.03,14.17,0.906,65.7
402.28,401.5,398.19,24.78,21.17,24.41,12.9,0.896,62.49
396.6,394.84,405.33,24.02,23.97,22.75,14.22,0.881,63.3
397.76,399.07,404.14,23.24,22.85,26.01,15.07,0.906,63.57
398.2,397.1,397.38,23.32,23.75,22.45,12.56,0.886,64.83
394.37,402.71,399.88,22.2,24.13,23.93,14.86,0.929,64.11
407.9,401.7,404.89,23.53,23.9,23.75,16.04,0.914,62.9
401.58,399.63,394.93,23.02,24.59,21.78,13.55,0.887,63.83
401.44,404.59,392.18,22.05,23.31,24.03,13.83,0.899,63.15
403.61,395.03,401.32,22.92,20.9,21.37,15.29,0.868,62.68
400.59,395.49,400.61,24.36,21.68,25.24,12.78,0.875,64.43
401.18,400.66,396.91,23.4,23.95,23.8,11.81,0.882,63.69
399.49,398.92,396.58,21.1,22.56,23.21,13.51,0.916,64.8
401.3,395.48,404.95,23.31,24.28,23.39,13.38,0.909,64.83
398.53,396.76,401.34,23.8,23.88,21.93,13.68,0.889,65.13
401.92,401.6,398.42,23.41,23.45,21.68,13.99,0.921,64.13
398.15,402.25,400.92,23.51,22.84,23.21,14.2,0.891,64.8
405.17,397.93,400.08,22.36,23.94,23.4,13.97,0.886,64.26
392.43,401.3,403.25,23.95,23.18,23.85,14.35,0.91,62.77
401.05,397.74,403.51,22.04,24.57,23.43,14.1,0.899,62.03
405.03,397.39,399.76,21.85,21.97,22.69,12.56,0.911,62.5
398.82,399.85,399.58,23.43,24.21,23.03,13.95,0.895,63.65
401.58,402.15,403.21,21.42,22.01,23.19,13.43,0.92,60.9
402.26,396.05,402.96,22.73,24.79,21.34,14.09,0.901,63.62
400.04,398.8,402.95,24.25,23.56,21.55,12.86,0.897,64.33
403.81,401.7,401.09,23.71,22.34,22.69,15,0.889,62.75
390.3,400.26,399.69,22.29,21.97,20.49,12.88,0.874,60.82
395.8,400.75,401.13,22.86,23.29,22.77,14.69,0.892,62.35
392.12,396.53,398.39,24.37,21.56,22.6,14.51,0.868,62.3
396.58,397.68,400.15,21.75,24.1,23.12,13.66,0.874,63.82
402.39,399.11,400.45,23.58,22.71,21.95,15.27,0.904,63.97
395.98,399.6,399.08,23.8,24.95,23.27,13.57,0.877,64.32
399.32,396.96,402.18,24.22,21.74,25.07,13.62,0.9,62.36
401.51,404.16,402.47,22.35,21.34,23.64,15.21,0.918,62.47
397.75,398.63,399.89,22.13,22.46,21.17,13.73,0.896,63.76
396.79,403.68,403.17,24.75,20.17,24.13,12.95,0.935,62.77
396.06,400.19,402.96,22.95,24.14,24.29,14.96,0.918,63.3
403.11,398.77,401.95,24.58,22.23,22.46,15.2,0.897,62.38
399.97,400.19,400.24,22.53,26.19,22.68,14.57,0.899,62.77
396.98,400.71,399.2,25.03,22.55,23.25,14.27,0.9,64.87
